visitorid,ses_rec,ses_rec_avg,user_rec,ses_n,ses_n_r,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,major_spend_r,int_cat_n_avg,int_itm_n_avg,ses_mo_avg,ses_ho_avg,ses_wknd_r,ses_len_avg,time_to_int,time_to_tran,target
557470,67.0,67.0,67.0,1.0,0.014925373134328358,5.0,5.0,2.0,2.0,451200.0,451200.0,1.0,2.0,2.0,6.0,14.0,0.0,8.15,1.6300000000000001,0.0,0.0
567893,17.0,17.0,17.0,1.0,0.058823529411764705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,-1.0,0.0
584190,57.0,57.0,57.0,1.0,0.017543859649122806,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,1.0,0.0,0.0,-1.0,0.0
592385,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,14040.0,14040.0,0.0,1.0,1.0,8.0,18.0,1.0,12.433333333333334,3.1083333333333334,0.0,0.0
598404,10.0,10.0,10.0,1.0,0.1,2.0,2.0,1.0,1.0,25800.0,25800.0,0.0,1.0,1.0,8.0,11.0,0.0,6.5,3.25,0.0,0.0
603293,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,0.0,-1.0,0.0
607099,36.0,36.0,36.0,1.0,0.027777777777777776,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,1.0,0.0,0.0,-1.0,0.0
618697,17.0,17.0,17.0,1.0,0.058823529411764705,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,4.0,0.0,0.0,0.0,-1.0,0.0
624204,28.0,28.0,28.0,1.0,0.03571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,19.0,0.0,0.0,0.0,-1.0,0.0
632951,39.0,1.0,41.0,2.0,0.04878048780487805,4.0,2.0,1.0,0.5,48840.0,24420.0,0.5,1.5,1.5,7.0,15.5,0.0,4.05,2.025,0.0,0.0
634300,68.0,0.0,68.0,2.0,0.029411764705882353,2.0,1.0,1.0,0.5,37560.0,18780.0,0.0,1.0,1.0,6.0,10.5,0.0,0.0,0.0,0.0,0.0
638736,47.0,47.0,47.0,1.0,0.02127659574468085,2.0,2.0,1.0,1.0,31800.0,31800.0,0.0,1.0,1.0,6.0,22.0,0.0,1.0833333333333333,0.5416666666666666,0.0,0.0
643195,17.0,17.0,17.0,1.0,0.058823529411764705,2.0,2.0,1.0,1.0,47880.0,47880.0,1.0,1.0,1.0,7.0,11.0,0.0,2.0,1.0,0.0,0.0
661682,84.0,84.0,84.0,1.0,0.011904761904761904,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,16.0,0.0,15.3,5.1000000000000005,-1.0,0.0
664361,51.0,51.0,51.0,1.0,0.0196078431372549,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,0.0
667090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,1.0,0.0,0.0,-1.0,0.0
668226,34.0,0.0,34.0,2.0,0.058823529411764705,6.0,3.0,2.0,1.0,129360.0,64680.0,0.5,2.0,2.0,7.0,21.0,0.0,2.8,0.9333333333333332,0.0,0.0
671264,78.0,78.0,78.0,1.0,0.01282051282051282,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0,1.0,0.0,0.0,-1.0,0.0
677046,55.0,55.0,55.0,1.0,0.01818181818181818,2.0,2.0,1.0,1.0,38400.0,38400.0,0.0,1.0,1.0,6.0,20.0,0.0,12.783333333333333,6.391666666666667,0.0,0.0
697413,54.0,0.0,54.0,2.0,0.037037037037037035,4.0,2.0,2.0,1.0,224160.0,112080.0,0.5,1.0,1.5,6.0,17.5,0.0,12.65,6.325,0.0,0.0
702070,25.0,25.0,25.0,1.0,0.04,2.0,2.0,1.0,1.0,16080.0,16080.0,0.0,1.0,1.0,7.0,14.0,0.0,1.7833333333333334,0.8916666666666667,0.0,0.0
709094,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,21.0,0.0,0.0,0.0,-1.0,0.0
720903,39.0,39.0,39.0,1.0,0.02564102564102564,2.0,2.0,1.0,1.0,32160.0,32160.0,0.0,1.0,1.0,7.0,11.0,0.0,3.6333333333333333,1.8166666666666667,0.0,0.0
729150,59.0,59.0,59.0,1.0,0.01694915254237288,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,11.0,0.0,1.7166666666666666,0.8583333333333333,-1.0,0.0
732649,19.0,19.0,19.0,1.0,0.05263157894736842,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,17.0,0.0,0.0,0.0,-1.0,0.0
735090,6.0,16.5,40.0,3.0,0.075,5.0,1.6666666666666667,1.0,0.3333333333333333,19920.0,6640.0,0.0,1.0,1.3333333333333333,7.333333333333333,15.333333333333334,0.3333333333333333,4.3999999999999995,2.6399999999999997,0.0,0.0
751269,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,0.0,0.0,0.0,-1.0,0.0
770097,20.0,0.0,20.0,2.0,0.1,4.0,2.0,1.0,0.5,27840.0,13920.0,0.0,1.0,1.0,7.0,13.5,0.0,7.841666666666667,3.9208333333333334,0.0,0.0
771571,51.0,1.0,56.0,4.0,0.07142857142857142,6.0,1.5,2.0,0.5,135900.0,33975.0,0.25,1.25,1.25,6.0,18.0,0.0,3.7,2.466666666666667,0.0,0.0
776927,52.0,0.0,52.0,2.0,0.038461538461538464,3.0,1.5,1.0,0.5,12360.0,6180.0,0.0,1.0,1.0,6.0,8.5,0.0,2.6666666666666665,1.7777777777777777,0.0,0.0
796475,20.0,20.0,20.0,1.0,0.05,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,15.0,0.0,0.0,0.0,-1.0,0.0
799331,42.0,0.0,42.0,4.0,0.09523809523809523,18.0,4.5,8.0,2.0,495120.0,123780.0,0.5,2.25,4.0,7.0,8.25,0.0,4.9,1.088888888888889,0.0,0.0
802281,5.0,30.0,35.0,2.0,0.05714285714285714,5.0,2.5,2.0,1.0,863880.0,431940.0,1.0,1.0,1.5,7.5,12.5,0.0,14.45,5.779999999999999,0.0,0.0
804836,68.0,68.0,68.0,1.0,0.014705882352941176,2.0,2.0,1.0,1.0,95280.0,95280.0,1.0,1.0,1.0,6.0,16.0,0.0,8.783333333333333,4.391666666666667,0.0,0.0
805049,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,-1.0,0.0
807101,35.0,35.0,35.0,1.0,0.02857142857142857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,0.0
817474,4.0,4.0,4.0,1.0,0.25,5.0,5.0,2.0,2.0,152160.0,152160.0,1.0,1.0,2.0,8.0,15.0,0.0,13.316666666666666,2.663333333333333,0.0,0.0
823143,73.0,73.0,73.0,1.0,0.0136986301369863,2.0,2.0,1.0,1.0,17880.0,17880.0,0.0,1.0,1.0,6.0,22.0,0.0,2.1333333333333333,1.0666666666666667,0.0,0.0
826275,15.0,15.0,15.0,1.0,0.06666666666666667,2.0,2.0,2.0,2.0,318852.0,318852.0,1.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0
836186,10.0,10.0,10.0,1.0,0.1,2.0,2.0,1.0,1.0,210960.0,210960.0,1.0,1.0,1.0,8.0,8.0,0.0,7.75,3.875,0.0,0.0
848571,22.0,22.0,22.0,1.0,0.045454545454545456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,12.0,1.0,0.0,0.0,-1.0,0.0
848928,92.0,92.0,92.0,1.0,0.010869565217391304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,19.0,1.0,0.0,0.0,-1.0,0.0
865646,69.0,69.0,69.0,1.0,0.014492753623188406,1.0,1.0,1.0,1.0,227400.0,227400.0,1.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0
866191,33.0,47.0,81.0,2.0,0.024691358024691357,10.0,5.0,6.0,3.0,370320.0,185160.0,0.5,2.0,2.0,6.0,16.0,0.0,12.933333333333334,2.586666666666667,0.0,0.0
876903,18.0,18.0,18.0,1.0,0.05555555555555555,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,14.0,0.0,0.0,0.0,-1.0,0.0
887287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,22.0,1.0,0.0,0.0,-1.0,0.0
887862,1.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,11.0,1.0,5.8,1.9333333333333333,-1.0,0.0
892637,20.0,3.0,31.0,4.0,0.12903225806451613,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,17.75,0.0,0.0,0.0,-1.0,0.0
905827,62.0,62.0,62.0,1.0,0.016129032258064516,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,20.0,0.0,0.0,0.0,-1.0,0.0
911909,22.0,22.0,22.0,1.0,0.045454545454545456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,-1.0,0.0
915416,11.0,11.0,11.0,1.0,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,0.0,0.0,0.0,-1.0,0.0
918277,58.0,58.0,58.0,1.0,0.017241379310344827,1.0,1.0,1.0,1.0,315720.0,315720.0,1.0,1.0,1.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0
925004,89.0,0.0,89.0,3.0,0.033707865168539325,7.0,2.3333333333333335,3.0,1.0,66960.0,22320.0,0.0,1.0,1.0,5.0,18.0,0.0,8.033333333333333,3.442857142857143,0.0,0.0
927384,13.0,13.0,13.0,1.0,0.07692307692307693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,22.0,0.0,0.0,0.0,-1.0,0.0
930934,31.0,31.0,31.0,1.0,0.03225806451612903,2.0,2.0,1.0,1.0,21240.0,21240.0,0.0,1.0,1.0,7.0,15.0,0.0,5.816666666666666,2.908333333333333,0.0,0.0
933582,14.0,5.0,20.0,2.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.5,7.5,0.0,0.0,0.0,-1.0,0.0
939239,9.0,0.0,9.0,2.0,0.2222222222222222,5.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,2.5,8.0,9.5,1.0,2.675,1.0699999999999998,-1.0,0.0
947223,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,0.0,0.0,0.0,-1.0,0.0
962631,23.0,12.333333333333334,62.0,4.0,0.06451612903225806,7.0,1.75,3.0,0.75,345480.0,86370.0,0.75,1.0,1.0,6.75,16.25,0.0,4.2125,2.4071428571428575,0.0,0.0
990216,48.0,2.0,51.0,2.0,0.0392156862745098,5.0,2.5,3.0,1.5,646680.0,323340.0,0.5,2.0,2.0,6.0,8.0,0.5,8.733333333333333,3.493333333333333,0.0,0.0
999295,77.0,77.0,77.0,1.0,0.012987012987012988,2.0,2.0,1.0,1.0,13800.0,13800.0,0.0,1.0,1.0,5.0,20.0,1.0,0.85,0.425,0.0,0.0
1021544,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,21.0,0.0,0.0,0.0,-1.0,0.0
1024334,4.0,4.0,4.0,1.0,0.25,2.0,2.0,1.0,1.0,36000.0,36000.0,0.0,1.0,1.0,8.0,15.0,0.0,1.15,0.575,0.0,0.0
1028379,24.0,24.0,24.0,1.0,0.041666666666666664,2.0,2.0,1.0,1.0,44640.0,44640.0,0.0,1.0,1.0,7.0,13.0,0.0,6.266666666666667,3.1333333333333333,0.0,0.0
1035426,49.0,0.0,49.0,2.0,0.04081632653061224,5.0,2.5,2.0,1.0,45120.0,22560.0,0.0,1.0,1.0,6.0,15.5,0.0,7.725,3.09,0.0,0.0
1042749,76.0,4.666666666666667,91.0,4.0,0.04395604395604396,4.0,1.0,2.0,0.5,66720.0,16680.0,0.0,1.0,1.0,5.5,16.5,0.0,0.0,0.0,0.0,0.0
1054607,34.0,10.0,45.0,2.0,0.044444444444444446,4.0,2.0,2.0,1.0,465600.0,232800.0,0.5,1.0,1.0,7.0,13.5,0.0,1.1333333333333333,0.5666666666666667,0.0,0.0
1076366,56.0,0.0,57.0,2.0,0.03508771929824561,3.0,1.5,1.0,0.5,15000.0,7500.0,0.0,1.0,1.0,6.0,20.0,1.0,5.15,3.4333333333333336,0.0,0.0
1078965,48.0,48.0,48.0,1.0,0.020833333333333332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,0.0,0.0,0.0,-1.0,0.0
1081901,84.0,84.0,84.0,1.0,0.011904761904761904,2.0,2.0,1.0,1.0,15000.0,15000.0,0.0,1.0,1.0,5.0,15.0,0.0,3.783333333333333,1.8916666666666666,0.0,0.0
1082887,0.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,1.0,262680.0,262680.0,1.0,1.0,1.0,8.0,7.0,0.0,3.1,1.55,0.0,0.0
1092694,53.0,53.0,53.0,1.0,0.018867924528301886,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,0.0,0.0,0.0,-1.0,0.0
1097400,40.0,40.0,40.0,1.0,0.025,12.0,12.0,5.0,5.0,643080.0,643080.0,1.0,4.0,7.0,7.0,9.0,0.0,16.416666666666668,1.3680555555555556,0.0,0.0
1102085,84.0,84.0,84.0,1.0,0.011904761904761904,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,-1.0,0.0
1117256,62.0,18.0,80.0,2.0,0.025,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,5.5,10.0,0.0,0.5,0.3333333333333333,-1.0,0.0
1119752,15.0,15.0,15.0,1.0,0.06666666666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,17.0,1.0,0.0,0.0,-1.0,0.0
1124798,34.0,34.0,34.0,1.0,0.029411764705882353,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,10.0,0.0,0.0,0.0,-1.0,0.0
1124964,33.0,7.25,94.0,9.0,0.09574468085106383,32.0,3.5555555555555554,10.0,1.1111111111111112,220800.0,24533.333333333332,0.2222222222222222,2.2222222222222223,2.5555555555555554,6.111111111111111,17.0,0.0,12.501851851851852,3.5161458333333333,0.0,0.0
1131057,0.0,0.0,0.0,1.0,-1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,19.0,0.0,3.5833333333333335,0.5972222222222222,-1.0,0.0
1140886,10.0,5.625,59.0,9.0,0.15254237288135594,29.0,3.2222222222222223,6.0,0.6666666666666666,141120.0,15680.0,0.2222222222222222,1.7777777777777777,3.0,6.888888888888889,13.333333333333334,0.0,1.914814814814815,0.5942528735632184,0.0,0.0
1148301,42.0,42.0,42.0,1.0,0.023809523809523808,2.0,2.0,1.0,1.0,170040.0,170040.0,1.0,1.0,1.0,7.0,17.0,0.0,11.0,5.5,0.0,0.0
1151156,17.0,10.5,39.0,3.0,0.07692307692307693,5.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.6666666666666667,7.0,16.333333333333332,0.0,7.766666666666667,4.66,-1.0,0.0
1165619,82.0,82.0,82.0,1.0,0.012195121951219513,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,15.0,0.0,0.0,0.0,-1.0,0.0
1177805,38.0,38.0,38.0,1.0,0.02631578947368421,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,5.0,0.0,4.316666666666666,1.0791666666666666,-1.0,0.0
1190780,9.0,0.0,9.0,2.0,0.2222222222222222,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,22.5,0.0,0.0,0.0,-1.0,0.0
1195056,4.0,4.0,4.0,1.0,0.25,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,12.0,0.0,3.316666666666667,0.8291666666666667,-1.0,0.0
1195472,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,0.0,0.0,0.0,-1.0,0.0
1213458,3.0,3.0,3.0,1.0,0.3333333333333333,3.0,3.0,2.0,2.0,98124.0,98124.0,1.0,2.0,2.0,8.0,9.0,0.0,6.716666666666667,2.238888888888889,0.0,0.0
1213715,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,1.0,0.0,0.0,-1.0,0.0
1224025,77.0,77.0,77.0,1.0,0.012987012987012988,2.0,2.0,1.0,1.0,105240.0,105240.0,1.0,1.0,1.0,5.0,20.0,1.0,6.416666666666667,3.2083333333333335,0.0,0.0
1229833,64.0,64.0,64.0,1.0,0.015625,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,15.0,1.0,4.233333333333333,1.4111111111111112,-1.0,0.0
1234608,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,23.0,0.0,0.0,0.0,-1.0,0.0
1242900,7.0,7.0,7.0,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,16320.0,16320.0,0.0,1.0,1.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0
1245211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,12.0,1.0,0.0,0.0,-1.0,0.0
1246823,0.0,9.0,39.0,5.0,0.1282051282051282,9.0,1.8,5.0,1.0,1418400.0,283680.0,0.2,1.0,1.2,7.4,14.2,0.2,3.4799999999999995,1.9333333333333331,0.0,0.0
1247958,42.0,42.0,42.0,1.0,0.023809523809523808,2.0,2.0,1.0,1.0,36720.0,36720.0,0.0,1.0,1.0,7.0,12.0,0.0,2.7,1.35,0.0,0.0
1253804,16.0,16.0,16.0,1.0,0.0625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,15.0,1.0,0.0,0.0,-1.0,0.0
1254881,55.0,55.0,55.0,1.0,0.01818181818181818,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,11.0,0.0,4.483333333333333,1.4944444444444445,-1.0,0.0
1282656,41.0,41.0,41.0,1.0,0.024390243902439025,4.0,4.0,2.0,2.0,71760.0,71760.0,1.0,2.0,2.0,7.0,12.0,0.0,9.916666666666666,2.4791666666666665,0.0,0.0
1323099,0.0,0.0,0.0,1.0,-1.0,2.0,2.0,1.0,1.0,285480.0,285480.0,1.0,1.0,1.0,8.0,16.0,0.0,8.65,4.325,0.0,0.0
1324810,39.0,39.0,39.0,1.0,0.02564102564102564,2.0,2.0,1.0,1.0,144960.0,144960.0,1.0,1.0,1.0,7.0,8.0,0.0,5.0,2.5,0.0,0.0
1336061,33.0,33.0,33.0,1.0,0.030303030303030304,2.0,2.0,1.0,1.0,16200.0,16200.0,0.0,1.0,1.0,7.0,23.0,0.0,2.7333333333333334,1.3666666666666667,0.0,0.0
1352044,20.0,33.5,87.0,3.0,0.034482758620689655,9.0,3.0,5.0,1.6666666666666667,995400.0,331800.0,1.0,1.6666666666666667,1.6666666666666667,6.333333333333333,14.666666666666666,0.0,1.8388888888888888,0.6129629629629629,0.0,0.0
1357261,26.0,26.0,26.0,1.0,0.038461538461538464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,-1.0,0.0
1363232,45.0,45.0,45.0,1.0,0.022222222222222223,1.0,1.0,1.0,1.0,64080.0,64080.0,1.0,1.0,1.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0
1392946,99.0,0.0,99.0,2.0,0.020202020202020204,8.0,4.0,2.0,1.0,225240.0,112620.0,0.5,1.5,4.0,5.0,12.5,1.0,11.083333333333334,2.7708333333333335,0.0,0.0
1395578,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,27000.0,27000.0,0.0,1.0,1.0,8.0,19.0,1.0,4.733333333333333,2.3666666666666667,0.0,0.0
1396286,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,166440.0,166440.0,1.0,1.0,1.0,8.0,17.0,1.0,3.2333333333333334,1.0777777777777777,0.0,0.0
1398117,3.0,3.0,3.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,18.0,0.0,0.0,0.0,-1.0,0.0
1398811,28.0,22.0,73.0,3.0,0.0410958904109589,5.0,1.6666666666666667,2.0,0.6666666666666666,25200.0,8400.0,0.0,1.0,1.0,6.333333333333333,13.333333333333334,0.0,3.216666666666667,1.9300000000000002,0.0,0.0
1405277,2.0,2.0,2.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,13.0,1.0,0.0,0.0,-1.0,0.0
1405861,90.0,0.0,90.0,2.0,0.022222222222222223,3.0,1.5,1.0,0.5,44280.0,22140.0,0.0,1.0,1.0,5.0,15.5,0.0,13.933333333333334,9.28888888888889,0.0,0.0
4716,10.0,10.0,10.0,1.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,0.0,0.0,0.0,-1.0,0.0
17676,0.0,0.0,1.0,13.0,13.0,33.0,2.5384615384615383,17.0,1.3076923076923077,1828572.0,140659.38461538462,0.9230769230769231,1.3076923076923077,1.3076923076923077,8.0,13.923076923076923,0.6153846153846154,5.955128205128205,2.345959595959596,0.0,0.0
21610,21.0,66.0,87.0,2.0,0.022988505747126436,6.0,3.0,3.0,1.5,154908.0,77454.0,0.5,2.0,2.0,6.0,4.0,0.0,7.983333333333333,2.661111111111111,0.0,0.0
22998,18.0,18.0,18.0,1.0,0.05555555555555555,2.0,2.0,1.0,1.0,43992.0,43992.0,0.0,1.0,1.0,7.0,7.0,0.0,2.95,1.475,0.0,0.0
23076,45.0,2.3333333333333335,52.0,4.0,0.07692307692307693,6.0,1.5,2.0,0.5,261360.0,65340.0,0.5,1.0,1.5,6.5,11.5,0.0,15.116666666666667,10.077777777777778,0.0,0.0
25156,68.0,0.0,68.0,2.0,0.029411764705882353,5.0,2.5,2.0,1.0,163200.0,81600.0,0.5,2.0,2.0,6.0,13.5,0.0,10.391666666666667,4.156666666666667,0.0,0.0
32427,28.0,28.0,28.0,1.0,0.03571428571428571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,22.0,1.0,0.0,0.0,-1.0,0.0
34381,41.0,41.0,41.0,1.0,0.024390243902439025,2.0,2.0,1.0,1.0,32160.0,32160.0,0.0,1.0,1.0,7.0,22.0,0.0,4.833333333333333,2.4166666666666665,0.0,0.0
54614,52.0,52.0,52.0,1.0,0.019230769230769232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,14.0,0.0,0.0,0.0,-1.0,0.0
58730,68.0,6.0,75.0,2.0,0.02666666666666667,3.0,1.5,1.0,0.5,15480.0,7740.0,0.0,1.0,1.0,6.0,15.0,0.0,5.366666666666666,3.5777777777777775,0.0,0.0
66430,49.0,49.0,49.0,1.0,0.02040816326530612,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,-1.0,0.0
68557,55.0,0.0,55.0,2.0,0.03636363636363636,4.0,2.0,2.0,1.0,31920.0,15960.0,0.0,2.0,2.0,6.0,10.0,0.0,1.775,0.8875,0.0,0.0
88183,13.0,13.0,13.0,1.0,0.07692307692307693,1.0,1.0,1.0,1.0,18240.0,18240.0,0.0,1.0,1.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0
105693,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,46560.0,46560.0,1.0,1.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0
115677,65.0,65.0,65.0,1.0,0.015384615384615385,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,18.0,1.0,0.0,0.0,-1.0,0.0
133770,23.0,23.0,23.0,1.0,0.043478260869565216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,23.0,0.0,0.0,0.0,-1.0,0.0
146426,6.0,6.0,6.0,1.0,0.16666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,20.0,0.0,0.0,0.0,-1.0,0.0
159209,97.0,97.0,97.0,1.0,0.010309278350515464,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,9.0,0.0,0.0,0.0,-1.0,0.0
162796,90.0,90.0,90.0,1.0,0.011111111111111112,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,13.0,0.0,0.0,0.0,-1.0,0.0
197311,22.0,22.0,22.0,1.0,0.045454545454545456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,-1.0,0.0
203051,90.0,0.5,91.0,3.0,0.03296703296703297,7.0,2.3333333333333335,3.0,1.0,85080.0,28360.0,0.3333333333333333,2.3333333333333335,2.3333333333333335,5.0,10.333333333333334,0.0,4.105555555555555,1.7595238095238095,0.0,0.0
205501,8.0,3.0,14.0,3.0,0.21428571428571427,3.0,1.0,1.0,0.3333333333333333,197880.0,65960.0,0.3333333333333333,1.0,1.0,8.0,16.666666666666668,1.0,0.0,0.0,0.0,0.0
220765,28.0,28.0,28.0,1.0,0.03571428571428571,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,6.0,0.0,0.36666666666666664,0.18333333333333332,-1.0,0.0
228899,40.0,40.0,40.0,1.0,0.025,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,8.0,0.0,1.9166666666666667,0.9583333333333334,-1.0,0.0
229479,9.0,9.0,9.0,1.0,0.1111111111111111,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,1.0,0.0,0.0,-1.0,0.0
248693,61.0,61.0,61.0,1.0,0.01639344262295082,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,18.0,0.0,3.95,0.9875,-1.0,0.0
250943,60.0,0.0,60.0,2.0,0.03333333333333333,2.0,1.0,1.0,0.5,79920.0,39960.0,0.5,1.0,1.0,6.0,9.5,0.0,0.0,0.0,0.0,0.0
261693,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,166440.0,83220.0,0.5,1.0,1.0,8.0,17.0,1.0,0.0,0.0,0.0,0.0
266231,18.0,18.0,18.0,1.0,0.05555555555555555,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,17.0,0.0,0.8166666666666667,0.2722222222222222,-1.0,0.0
